9 0 9	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
15 6 9	..BB..CCCKUGAA.KUG.FFKUG......EEETT. B98 K95 A99 G99 T99 
15 6 9	...BB.CCCKU.AA.KUG.FFKUG.....GEEETT. B97 K99 A99 G98 T99 
15 6 9	BB.K.GCCCKUGAA.KUG.FF.U.......EEE.TT K94 U98 A99 G98 
15 6 9	.BB.U..CCCU..AAKUGFF.K.G...K.GEEE.TT B99 K96 C99 U99 F99 
15 6 9	....BBCCCKU.AA.KUG.FFKUG.....GEEETT. B96 K99 A99 G98 T99 
15 6 9	BB.KU.CCCKUG.AAKUG...FFG......EEE.TT K94 U99 G99 F96 
15 6 9	...KBBCCCK.G.AAKUG.FF.UG....U.EEETT. B96 K98 U99 G99 T99 
15 6 9	..BB..CCC....AAKUGFF.KUG...KUG.EEETT B98 K98 U99 F99 E99 
15 6 9	....BBCCC....AAKUGFF.KUG...KUG.EEETT B96 K98 U99 F99 E99 
15 6 9	BB......CCC.AA.KUGFF.KUG...KUG.EEETT K98 C98 U99 A99 F99 E99 
15 6 9	BB....CCCK.GAA.KUGFF.KUG....U..EEETT K99 U99 A99 G99 F99 E99 
15 6 9	BB.....CCC..AA.KUGFF.KUG...KUGEEETT. K98 C99 U99 A99 F99 T99 
15 6 9	...KBBCCCK.G.AAKUG.FF.UG....U..EEETT B96 K98 U99 G99 E99 
15 6 9	.BB..GCCC..GAA.KUG.FFKU....KU.EEETT. B99 K98 U99 A99 G98 T99 
15 6 9	....BBCCCK.G.AAKUGFF.KUG....U.EEETT. B96 K99 U99 G99 F99 T99 
15 6 9	BB....CCCKUGAA.KUGFF.KUG......EEETT. K99 A99 G97 F99 T99 
15 6 9	....BBCCCK.GAA.KUGFF.KUG....U.EEE.TT B96 K99 U99 A99 G99 F99 
15 6 9	.BB..GCCCKUG.AAKUG.FFKU........EEETT B99 K99 G98 F98 E99 
15 6 9	.BB....CCCU.AA.KUGFF.KUG...K.GEEE.TT B99 K96 C99 A99 F99 
15 6 9	.BBK..CCCK..AA.KUGFF..UG....UGEEE.TT B99 K94 U99 A99 F99 
15 6 9	..BB..CCC..G.AAKUGFF.KUG...KU.EEE.TT B98 K96 U99 G99 F99 
15 6 9	..BB..CCC..GAA.KUG.FFKUG...KU.EEE.TT B98 K96 U99 A99 G99 
15 6 9	..BB..CCC.UG.AAKUGFF.KUG...K...EEETT B98 K96 G99 F99 E99 
15 6 9	..BB.G.CCCUG.AAKUGFF.KU....K..EEE.TT B98 K96 C99 G98 F99 
15 6 9	..BBUGCCCKUG.AAKUGFF.K........EEE.TT B98 K95 U99 G98 F99 
15 6 9	.BB.....CCC..AAKUGFF.KUG...KUGEEE.TT B99 K96 C98 U99 F99 
15 6 9	...BB.CCCK.G.AAKUG.FFKUG....U.EEETT. B97 K99 U99 G97 T99 
15 6 9	..BBUGCCCKUG.AAKUGFF.K.........EEETT B98 K99 U99 G98 F99 E99 
15 6 9	BB......CCCGAA.KUG.FFKUG...KU.EEETT. K98 C98 U99 A99 G99 T99 
15 6 9	...BB.CCCK...AAKUG.FFKUG....UGEEETT. B97 K99 U99 G98 T99 
15 6 9	.BB....CCC...AAKUGFF.KUG...KUGEEE.TT B99 K96 C99 U99 F99 
15 6 9	BB.K.GCCCKUGAA.KUG..FFU.......EEETT. A99 G96 F97 T99 
15 6 9	..BBU..CCCU.AA.KUG.FFK.G...K.GEEE.TT B98 K96 C99 U99 A99 
15 6 9	...BB.CCCKUGAA.KUG.FFKUG......EEETT. B97 K99 A99 G97 T99 
15 6 9	....BBCCCKUGAA.KUG.FFKUG......EEETT. B96 K99 A99 G97 T99 
15 6 9	..BBU.CCC.UGAA.KUG.FFK.G...K..EEE.TT B98 K96 U99 A99 G99 
15 6 9	..BB.GCCCK.G.AAKUGFF.KU.....U.EEETT. B98 K99 U99 G98 F99 T99 
15 6 9	BB......CCCGAA.KUG.FFKUG...KU..EEETT K98 C98 U99 A99 G99 E99 
15 6 9	...BB...CCC..AAKUGFF.KUG...KUG.EEETT B97 K98 C98 U99 F99 E99 
15 6 9	.BB.U.CCCKUG.AAKUGFF.K.G......EEETT. B99 K99 U99 G99 F99 T99 
15 6 9	BB...G.CCC.GAA.KUG.FFKU....KU.EEETT. K98 C99 U99 A99 G98 T99 
15 6 9	..BBUGCCCKUG.AAKUGFF.K........EEETT. B98 K99 U99 G98 F99 T99 
15 6 9	...BBGCCC.UG.AAKUGFF.KU....K...EEETT B97 K98 G98 F99 E99 
15 6 9	.BBKUGCCCKUGAA.KUG..FF........EEE.TT B99 U99 A99 G98 F97 
15 6 9	..BB..CCCKU.AA.KUGFF.KUG.....G.EEETT B98 K95 A99 F99 E99 
15 6 9	.BBK..CCCKU..AAKUG..FFUG.....GEEETT. B99 G98 F97 T99 
15 6 9	..BB..CCC.UGAA.KUGFF.KUG...K..EEE.TT B98 K96 A99 G99 F99 
15 6 9	....BB..CCCGAA.KUG.FFKUG...KU.EEE.TT B96 K98 C98 U99 A99 G99 
15 6 9	..BB..CCCKUGAA.KUG.FFKUG.......EEETT B98 K95 A99 G99 E99 
15 6 9	...BB...CCCGAA.KUG.FFKUG...KU.EEE.TT B97 K98 C98 U99 A99 G99 
15 6 9	...BBG..CCCGAA.KUG.FFKU....KU.EEE.TT B97 K98 C98 U99 A99 G98 
15 6 9	BB.K..CCCKU.AA.KUG.FF.UG.....GEEETT. A99 G98 F98 T99 
15 6 9	...BB.CCCKUG.AAKUG.FFKUG......EEETT. B97 K99 G97 T99 
15 6 9	.BB..GCCC..G.AAKUGFF.KU....KU.EEETT. B99 K98 U99 G98 F99 T99 
15 6 9	BB.KU.CCCKUGAA.KUG...FFG......EEETT. U99 A99 G97 F98 T99 
15 6 9	...BB...CCCG.AAKUG.FFKUG...KU.EEE.TT B97 K96 C98 U99 G99 
15 6 9	...BB.CCCKU..AAKUG.FFKUG.....GEEETT. B97 K99 G98 T99 
15 6 9	...BB....CCC.AAKUGFF.KUG...KUG.EEETT B97 K98 C97 U99 F99 E99 
15 6 9	..BB..CCCKUG.AAKUG.FFKUG......EEETT. B98 K99 G97 T99 
15 6 9	..BB..CCCKU..AAKUG.FFKUG.....GEEETT. B98 K99 G98 T99 
15 6 9	.BBK..CCCKU.AA.KUG..FFUG.....GEEETT. B99 A99 G98 F99 T99 
15 6 9	..BB.GCCCK.G.AAKUG.FFKU.....U.EEE.TT B98 K95 U99 G98 
15 6 9	....BB...CCC.AAKUGFF.KUG...KUG.EEETT B96 K98 C97 U99 F99 E99 
15 6 9	BB...G..CCCGAA.KUG.FFKU....KU.EEE.TT K98 C98 U99 A99 G98 
15 6 9	BB..U.CCC.UGAA.KUG.FFK.G...K...EEETT K98 U99 A99 G99 E99 
15 6 9	....BB.CCC.GAA.KUG.FFKUG...KU.EEE.TT B96 K98 C99 U99 A99 G99 
15 6 9	.BB....CCC.GAA.KUG.FFKUG...KU.EEE.TT B99 K98 C99 U99 A99 G99 
15 6 9	..BB....CCCGAA.KUG.FFKUG...KU.EEE.TT B98 K98 C98 U99 A99 G99 
15 6 9	....BB.CCC...AAKUG.FFKUG...KUG.EEETT B96 K98 C99 U99 E99 
15 6 9	...BB..CCCU.AA.KUGFF.KUG...K.G.EEETT B97 K98 C99 A99 F99 E99 
15 6 9	...KBBCCCKU.AA.KUGFF..UG.....GEEE.TT B96 K94 A99 F97 
15 6 9	BB....CCC...AA.KUGFF.KUG...KUGEEETT. K98 U99 A99 F97 T99 
15 6 9	...KBBCCCK..AA.KUG.FF.UG....UGEEETT. B96 K94 U99 A99 T99 
13 7 6	...KBBCCCK..AA.KU..FF.UG....UGEEETTG B96 K94 U99 A99 G99 T99 
14 8 6	...KBBCCCK..AA.KU...FFUG....UGEEETTG B96 K94 U99 A99 G99 F99 T99 
15 6 9	...KBBCCCKU.AA.KUG..FFUG.....GEEETT. B96 K94 A99 F99 T99 
15 6 9	.BB..G.CCC.G.AAKUG.FFKU....KU.EEETT. B99 K98 C99 U99 G98 T99 
15 6 9	.BB..G..CCCG.AAKUGFF.KU....KU.EEE.TT B99 K98 C98 U99 G98 F99 
15 6 9	.BB..GCCC..G.AAKUGFF.KU....KU..EEETT B99 K98 U99 G98 F99 E99 
15 6 9	.BB..G.CCC.G.AAKUGFF.KU....KU.EEE.TT B99 K98 C99 U99 G98 F99 
15 6 9	..BB.G.CCC.G.AAKUG.FFKU....KU.EEETT. B98 K98 C99 U99 G98 T99 
15 6 9	.BB..GCCC..GAA.KUG.FFKU....KU..EEETT B99 K98 U99 A99 G98 E99 
15 6 9	...BB.CCCKU.AA.KUGFF.KUG.....G.EEETT B97 K97 A99 F99 E99 
15 6 9	...BB.CCC.UGAA.KUGFF.KUG...K...EEETT B97 K98 A99 G99 F99 E99 
15 6 9	.BB.....CCCG.AAKUG.FFKUG...KU.EEE.TT B99 K96 C98 U99 G99 
15 6 9	.BB.UG.CCCUG.AAKUG.FFK.....K..EEETT. B99 K98 C99 U99 G98 T99 
15 6 9	..BB.GCCC.UG.AAKUG.FFKU....K..EEETT. B96 G96 K98 T99 
15 6 9	..BBUGCCCKUG.AAKUGFF.K........EEETT. B98 K99 U99 G98 F99 T99 
15 6 9	....BB..CCC.AA.KUGFF.KUG...KUGEEE.TT B96 K98 C98 U99 A99 F99 
15 9 6	BB..UG.CCCUGAA..UG...KFF...K..EEEKTT B98 U99 G98 C99 A99 K97 F97 
15 6 9	.BB..G.CCCUGAA.KUG.FFKU....K..EEETT. B99 K98 C99 A99 G98 T99 
15 9 6	..BBUGCCC.UGAA..UG...KFF...K..EEEKTT B96 U99 G98 A99 K97 F97 
15 6 9	.BB..G.CCCUG.AAKUGFF.KU....K..EEETT. B99 K98 C99 G98 F99 T99 
15 6 9	.BB.UGCCCKUG.AAKUGFF.K.........EEETT B99 K99 U99 G98 F99 E99 
15 6 9	.BB.UGCCCKUGAA.KUGFF.K........EEE.TT B99 K99 U99 A99 G98 F99 
15 6 9	..BBU.CCC.U.AA.KUGFF.K.G...K.GEEE.TT B98 K96 U99 A99 F99 
15 6 9	...BB...CCC..AAKUG.FFKUG...KUGEEE.TT B97 K96 C98 U99 
15 6 9	..BBU.CCCKUG.AAKUGFF.K.G.......EEETT B98 K99 U99 G99 F99 E99 
15 6 9	..BBU.CCCKU.AA.KUGFF.K.G.....GEEETT. B98 K99 U99 A99 F99 T99 
15 6 9	.BB..G.CCC.G.AAKUGFF.KU....KU.EEE.TT B99 K98 C99 U99 G98 F99 
15 6 9	..BB....CCC..AAKUGFF.KUG...KUGEEE.TT B98 K96 C98 U99 F99 
15 6 9	..BBU.CCCKUG.AAKUGFF.K.G......EEETT. B98 K99 U99 G99 F99 T99 
15 6 9	.BB.U.CCCKU..AAKUGFF.K.G.....GEEETT. B97 U99 K99 F99 T99 
15 6 9	....BBCCCK.G.AAKUGFF.KUG....U.EEE.TT B96 K95 U99 G99 F99 
15 6 9	....BBCCC..G.AAKUGFF.KUG...KU.EEE.TT B96 K96 U99 G99 F99 
15 6 9	..BBU.CCCKU.AA.KUGFF.K.G.....G.EEETT B98 K99 U99 A99 F99 E99 
15 6 9	..BB...CCC.GAA.KUG.FFKUG...KU.EEE.TT B98 K98 C99 U99 A99 G99 
15 6 9	..BB...CCC.G.AAKUGFF.KUG...KU.EEE.TT B98 K98 C99 U99 G99 F99 
15 6 9	..BB....CCCG.AAKUG.FFKUG...KU..EEETT B98 K98 C98 U99 G99 E99 
15 6 9	.BB.....CCCG.AAKUGFF.KUG...KU.EEE.TT B99 K98 C98 U99 G99 F99 
15 6 9	..BB.GCCCK.GAA.KUGFF.KU.....U.EEE.TT B98 K99 U99 A99 G98 F99 
15 6 9	..BB...CCC...AAKUGFF.KUG...KUGEEETT. B98 K98 C99 U99 F99 T99 
15 6 9	...BB....CCC.AAKUG.FFKUG...KUGEEETT. B95 C97 K98 U99 T99 
13 7 6	...BB....CCC.AAKU..FFKUG...KUGEEETTG B95 C97 K98 U99 G99 T99 
14 8 6	..BB.....CCC.AAKU..FFKUG...KUGEEETTG B94 C97 K98 U99 G99 T99 
15 6 9	.BB.UGCCCKUGAA.KUG.FFK........EEE.TT B99 K95 U99 A99 G98 
15 6 9	....BB..CCCG.AAKUG.FFKUG...KU.EEE.TT B96 K98 C98 U99 G99 
15 6 9	.BBK..CCCKUG.AAKUGFF..UG......EEETT. B99 G99 F97 T99 
15 6 9	....BB..CCC..AAKUG.FFKUG...KUGEEETT. B96 K98 C98 U99 T99 
15 6 9	...BB..CCCUG.AAKUGFF.KUG...K...EEETT B97 K98 C99 G99 F99 E99 
15 6 9	...KBBCCCK...AAKUGFF..UG....UGEEE.TT B96 K94 U99 F97 
15 9 6	..BB.....CCC.AAKU.FF.KUG...KUGEEETTG B94 C97 K98 U99 F99 G99 T99 
15 6 9	.BB..GCCC..GAA.KUG.FFKU....KU.EEETT. B99 K98 U99 A99 G98 T99 
15 6 9	....BBCCCKU..AAKUG.FFKUG.....GEEETT. B96 K99 G98 T99 
15 6 9	..BB...CCC...AAKUG.FFKUG...KUGEEETT. B94 C99 K98 U99 T99 
15 6 9	.BBKU.CCCKUGAA.KUG...FFG.......EEETT B99 U99 A99 G99 F98 E99 
15 6 9	.BB.U.CCCKUGAA.KUG.FFK.G......EEE.TT B99 K95 U99 A99 G99 
15 6 9	.BB..G..CCCGAA.KUG.FFKU....KU.EEE.TT B99 K98 C98 U99 A99 G98 
13 7 6	.BB..G..CCCGAA..UG.FFKU....KU.EEEKTT B99 K97 C98 U99 A99 G98 
15 6 9	.BB.....CCCG.AAKUG.FFKUG...KU..EEETT B99 K98 C98 U99 G99 E99 
15 6 9	..BBUGCCC.UGAA.KUG.FFK.....K..EEE.TT B98 K96 U99 A99 G98 
15 6 9	....BB.CCC...AAKUGFF.KUG...KUGEEETT. B96 K98 C99 U99 F99 T99 
15 6 9	..BB..CCC...AA.KUGFF.KUG...KUGEEE.TT B98 K96 U99 A99 F99 
15 9 6	..BB.....CCCAA.KU.FF.KUG...KUGEEETTG B98 K98 C97 U99 A99 G99 F99 T99 
15 6 9	BB..U.CCCKU..AAKUGFF.K.G.....GEEETT. K99 U99 G98 F99 T99 
15 6 9	BB..U.CCCKUG.AAKUGFF.K.G......EEETT. K99 U99 G97 F99 T99 
15 6 9	.BB...CCC.UG.AAKUG.FFKUG...K..EEE.TT B93 G99 K96 
15 6 9	...BBGCCCK.G.AAKUGFF.KU.....U.EEETT. B97 K99 U99 G98 F99 T99 
15 6 9	.BB..GCCCKUGAA.KUGFF.KU.......EEETT. B99 K99 A99 G98 F99 T99 
15 6 9	.BB.U.CCC.U.AA.KUGFF.K.G...K.G.EEETT B99 K98 U99 A99 F99 E99 
15 6 9	....BBCCC..GAA.KUGFF.KUG...KU.EEE.TT B96 K98 U99 A99 G99 F99 
15 6 9	...BB..CCC.G.AAKUG.FFKUG...KU..EEETT B97 K98 C99 U99 G99 E99 
15 6 9	...BBG.CCCUG.AAKUG.FFKU....K..EEE.TT B97 K96 C99 G98 
15 6 9	...KBBCCCK...AAKUGFF..UG....UGEEETT. B96 K96 U99 F99 T99 
15 6 9	...BB....CCCAA.KUG.FFKUG...KUGEEE.TT B97 K96 C97 U99 A99 
15 6 9	.BB.U.CCCKU.AA.KUGFF.K.G.....GEEE.TT B99 K95 U99 A99 F99 
15 6 9	....BB...CCC.AAKUGFF.KUG...KUGEEETT. B96 K98 C97 U99 F99 T99 
13 7 6	....BB...CCC.AAKU.FF.KUG...KUGEEETTG B96 K98 C97 U99 G99 F99 T99 
14 8 6	....BB..CCC..AAKU.FF.KUG...KUGEEETTG B96 K98 C96 U99 G99 F99 T99 
15 6 9	....BBCCC..G.AAKUGFF.KUG...KU.EEETT. B96 K98 U99 G99 F99 T99 
15 6 9	...BBG..CCCG.AAKUG.FFKU....KU.EEE.TT B97 K96 C98 U99 G98 
15 6 9	BB...GCCCKUGAA.KUGFF.KU.......EEE.TT B96 G98 K99 A99 F99 
15 6 9	...BBGCCCKUG.AAKUGFF.KU........EEETT B97 K99 G98 F99 E99 
15 6 9	..BBU..CCCU..AAKUGFF.K.G...K.GEEE.TT B98 K96 C99 U99 F99 
15 6 9	BB..UGCCCKUGAA.KUGFF.K........EEE.TT K95 U99 A99 G98 F99 
15 6 9	BB...GCCCKUGAA.KUGFF.KU........EEETT K99 A99 G98 F99 E99 
15 6 9	....BB...CCCAA.KUG.FFKUG...KUG.EEETT B96 K98 C97 U99 A99 E99 
15 6 9	BB...G..CCCG.AAKUGFF.KU....KU.EEE.TT K96 C98 U99 G98 F99 
15 6 9	....BBCCC...AA.KUGFF.KUG...KUGEEETT. B96 K98 U99 A99 F99 T99 
15 6 9	.BB......CCCAA.KUG.FFKUG...KUGEEE.TT B99 K96 C97 U99 A99 
15 6 9	..BB..CCC....AAKUGFF.KUG...KUGEEETT. B94 K98 U99 F99 T99 
15 6 9	.BBKU.CCCKU..AAKUG..FF.G.....GEEETT. B99 U99 G98 F99 T99 
15 6 9	BB..U.CCCKUGAA.KUGFF.K.G......EEE.TT K95 U99 A99 G99 F99 
15 6 9	BB..U.CCC.UGAA.KUGFF.K.G...K..EEE.TT K96 U99 A99 G99 F99 
15 6 9	...BB..CCC..AA.KUGFF.KUG...KUGEEE.TT B97 K98 C99 U99 A99 F99 
15 6 9	...BB..CCC...AAKUGFF.KUG...KUGEEETT. B97 K98 C99 U99 F99 T99 
15 6 9	...BB..CCC.G.AAKUGFF.KUG...KU.EEE.TT B97 K98 C99 U99 G99 F99 
15 6 9	...KBBCCCK.G.AAKUGFF..UG....U.EEE.TT B96 K94 U99 G99 F99 
15 6 9	...BB..CCC...AAKUGFF.KUG...KUG.EEETT B97 K98 C99 U99 F99 E99 
15 6 9	..BB....CCCG.AAKUGFF.KUG...KU.EEE.TT B98 K98 C98 U99 G99 F99 
15 6 9	..BBU..CCCU..AAKUG.FFK.G...K.GEEETT. B98 K96 C99 U99 T99 
15 6 9	...BB...CCC..AAKUGFF.KUG...KUGEEE.TT B95 C98 K98 U99 F99 
15 6 9	.BB.U.CCC.UGAA.KUG.FFK.G...K..EEE.TT B99 K96 U99 A99 G99 
15 6 9	..BBU.CCCKUGAA.KUG.FFK.G......EEETT. B98 K99 U99 A99 G99 T99 
15 6 9	....BB.CCCU..AAKUGFF.KUG...K.GEEETT. B96 K96 C99 F99 T99 
15 6 9	..BBU.CCCKUGAA.KUG.FFK.G.......EEETT B98 K99 U99 A99 G99 E99 
15 6 9	...BB....CCC.AAKUG.FFKUG...KUG.EEETT B95 C97 K98 U99 E99 
15 6 9	.BBKU.CCCKUG.AAKUG...FFG......EEETT. B99 U99 G97 F98 T99 
15 6 9	..BBU.CCCKUGAA.KUGFF.K.G......EEE.TT B98 K99 U99 A99 G99 F99 
15 6 9	....BB.CCCUG.AAKUGFF.KUG...K..EEE.TT B96 K96 C99 G99 F99 
15 6 9	...KBBCCCKUG.AAKUGFF..UG......EEE.TT B96 K94 G99 F99 
15 6 9	..BB.GCCC..GAA.KUG.FFKU....KU.EEE.TT B98 K96 U99 A99 G98 
15 6 9	BB...GCCCK.GAA.KUGFF.KU.....U..EEETT K99 U99 A99 G98 F99 E99 
15 6 9	...BB...CCC..AAKUGFF.KUG...KUGEEE.TT B97 K98 C98 U99 F99 
15 6 9	BB.KU.CCCKU.AA.KUG..FF.G.....GEEETT. U99 A99 G98 F99 T99 
15 6 9	BB...GCCC.UGAA.KUGFF.KU....K..EEETT. K98 A99 G96 F99 T99 
15 6 9	..BBUGCCCKUGAA.KUG.FFK........EEETT. B98 K99 U99 A99 G98 T99 
15 6 9	BB..U.CCC.U.AA.KUG.FFK.G...K.GEEETT. K98 U99 A99 G98 T99 
15 6 9	..BB.GCCC..G.AAKUGFF.KU....KU.EEE.TT B98 K96 U99 G98 F99 
15 6 9	.BBK.GCCCK.GAA.KUGFF..U.....U..EEETT B99 U99 A99 G98 F99 E99 
15 6 9	BB.......CCCAA.KUGFF.KUG...KUGEEE.TT K96 C97 U99 A99 F99 
15 6 9	BB..U..CCCUGAA.KUG.FFK.G...K..EEE.TT K96 C99 U99 A99 G99 
15 6 9	.BBKUGCCCKUGAA.KUG..FF.........EEETT B99 U99 A99 G98 F99 E99 
15 6 9	.BB..GCCCK.G.AAKUGFF.KU.....U.EEETT. B99 K99 U99 G98 F99 T99 
15 6 9	BB.....CCC.G.AAKUGFF.KUG...KU..EEETT K98 C99 U99 G99 F99 E99 
15 6 9	..BB..CCCK..AA.KUGFF.KUG....UGEEE.TT B98 K95 U99 A99 F99 
15 9 6	...KBBCCCK..AA.KU...FFUG....UGEEETTG B96 K96 U99 A99 G99 F97 T99 
15 6 9	...BBGCCC..GAA.KUG.FFKU....KU.EEE.TT B97 K96 U99 A99 G98 
15 6 9	.BB...CCCK..AA.KUGFF.KUG....UGEEETT. B99 K99 U99 A99 F99 T99 
15 6 9	BB..U..CCCUG.AAKUGFF.K.G...K..EEE.TT K96 C99 U99 G99 F99 
15 6 9	....BB.CCC.G.AAKUG.FFKUG...KU..EEETT B96 K98 C99 U99 G99 E99 
15 6 9	.BB...CCC..G.AAKUGFF.KUG...KU..EEETT B99 K98 U99 G99 F99 E99 
15 6 9	...BB.CCCK..AA.KUG.FFKUG....UGEEETT. B97 K99 U99 A99 T99 
15 6 9	BB.....CCC.GAA.KUG.FFKUG...KU..EEETT K98 C99 U99 A99 G99 E99 
15 6 9	BB..U..CCCU.AA.KUGFF.K.G...K.GEEE.TT K96 C99 U99 A99 F99 
15 6 9	....BBCCCK..AA.KUG.FFKUG....UGEEETT. B96 K99 U99 A99 T99 
15 6 9	.BB..GCCCK.GAA.KUG.FFKU.....U.EEETT. B99 K99 U99 A99 G98 T99 
15 6 9	BB.K.GCCCKUG.AAKUGFF..U.......EEETT. U98 G96 F99 T99 
15 6 9	.BBKUGCCCKUGAA.KUG..FF........EEETT. B99 U99 A99 G98 F99 T99 
15 6 9	.BB.U..CCCU.AA.KUG.FFK.G...K.GEEE.TT B99 K96 C99 U99 A99 
15 6 9	....BB..CCC.AA.KUG.FFKUG...KUG.EEETT B96 K98 C98 U99 A99 E99 
15 6 9	.BB...CCCK.GAA.KUG.FFKUG....U.EEETT. B99 K99 U99 A99 G99 T99 
15 6 9	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 U99 A99 G98 F99 T99 
15 6 9	.BB.UGCCC.UG.AAKUG...KFF...K..EEETT. B99 K98 U99 G98 F97 T99 
15 6 9	....BB...CCCAA.KUG.FFKUG...KUGEEE.TT B96 K96 C97 U99 A99 
15 6 9	.BBK..CCCK..AA.KUG.FF.UG....UG.EEETT B99 U99 A99 F98 E99 
15 6 9	.BB.UGCCCKUGAA.KUG.FFK........EEETT. B99 K99 U99 A99 G98 T99 
15 6 9	BB..UG.CCCUGAA.KUG.FFK.....K...EEETT K98 C99 U99 A99 G98 E99 
15 6 9	...BBG.CCCUGAA.KUG.FFKU....K...EEETT B97 K98 C99 A99 G98 E99 
15 6 9	.BB..GCCCKUGAA.KUGFF.KU.......EEETT. B99 K99 A99 G98 F99 T99 
15 6 9	.BB..G.CCCUG.AAKUGFF.KU....K...EEETT B99 K98 C99 G98 F99 E99 
15 6 9	.BB.U.CCC.UG.AAKUGFF.K.G...K...EEETT B99 K98 U99 G99 F99 E99 
15 6 9	.BBK.GCCCK.GAA.KUGFF..U.....U.EEETT. B99 U99 A99 G98 F99 T99 
15 6 9	.BB.U..CCCUG.AAKUG.FFK.G...K...EEETT B99 K98 C99 U99 G99 E99 
15 6 9	.BB....CCC.G.AAKUG.FFKUG...KU..EEETT B99 K98 C99 U99 G99 E99 
15 6 9	...BBGCCCK.GAA.KUG.FFKU.....U..EEETT B97 K99 U99 A99 G98 E99 
15 6 9	..BB.G.CCCUG.AAKUGFF.KU....K...EEETT B98 K98 C99 G98 F99 E99 
15 6 9	...BBG.CCCUGAA.KUG.FFKU....K..EEETT. B97 K98 C99 A99 G98 T99 
15 6 9	...BBGCCCK.GAA.KUG.FFKU.....U.EEETT. B97 K99 U99 A99 G98 T99 
15 6 9	.BBK.GCCCK.GAA.KUG.FF.U.....U.EEE.TT B99 K98 U99 A99 G98 
15 6 9	...BBGCCCK.GAA.KUGFF.KU.....U.EEE.TT B97 K99 U99 A99 G98 F99 
15 6 9	.BBK..CCCK.GAA.KUGFF..UG....U..EEETT B99 U99 A99 G99 F99 E99 
15 6 9	..BB.....CCC.AAKUG.FFKUG...KUGEEETT. B98 K96 C97 U99 T99 
15 6 9	....BB...CCC.AAKUG.FFKUG...KUG.EEETT B96 K96 C97 U99 E99 
15 6 9	BB..U.CCCKUGAA.KUGFF.K.G.......EEETT K99 U99 A99 G99 F99 E99 
15 6 9	.BB...CCC...AA.KUGFF.KUG...KUG.EEETT B99 K98 U99 A99 F99 E99 
15 6 9	..BB.....CCC.AAKUG.FFKUG...KUG.EEETT B98 K96 C97 U99 E99 
15 6 9	BB..U.CCCKUGAA.KUGFF.K.G......EEETT. K99 U99 A99 G99 F99 T99 
15 6 9	.BB...CCCK..AA.KUGFF.KUG....UG.EEETT B99 K99 U99 A99 F99 E99 
15 6 9	.BB..GCCCK.GAA.KUGFF.KU.....U.EEE.TT B99 K99 U99 A99 G98 F99 
15 6 9	....BB...CCC.AAKUG.FFKUG...KUGEEETT. B96 K96 C97 U99 T99 
15 6 9	..BB.G.CCC.G.AAKUGFF.KU....KU.EEE.TT B98 K98 C99 U99 G98 F99 
15 6 9	..BB...CCC..AA.KUGFF.KUG...KUGEEE.TT B98 K98 C99 U99 A99 F99 
15 6 9	.BB.U.CCCKU.AA.KUGFF.K.G.....GEEETT. B99 K99 U99 A99 F99 T99 
15 6 9	.BB...CCCKU.AA.KUGFF.KUG.....GEEE.TT B99 K99 A99 F99 T98 
15 6 9	.BB..GCCC..GAA.KUG.FFKU....KU.EEETT. B99 K98 U99 A99 G98 T99 
15 6 9	..BB...CCCUG.AAKUGFF.KUG...K...EEETT B98 K98 C99 G99 F99 E99 
15 6 9	BB..U..CCCU.AA.KUGFF.K.G...K.G.EEETT K98 C99 U99 A99 F99 E99 
15 6 9	.BBK..CCCKU.AA.KUGFF..UG.....GEEETT. B99 A99 G98 F99 T99 
15 6 9	BB.....CCC.G.AAKUG.FFKUG...KU.EEETT. K98 C99 U99 G97 T99 
15 6 9	.BB....CCCU..AAKUGFF.KUG...K.GEEETT. B99 K96 C99 F99 T99 
15 6 9	.BB.U.CCC.UG.AAKUGFF.K.G...K..EEETT. B99 K98 U99 G99 F99 T99 
15 6 9	BB...GCCCK.GAA.KUG.FFKU.....U..EEETT K99 U99 A99 G98 E99 
15 6 9	..BBU..CCCUG.AAKUG.FFK.G...K...EEETT B98 K98 C99 U99 G99 E99 
15 6 9	.BB..GCCCKUGAA.KUGFF.KU........EEETT B99 K99 A99 G98 F99 E99 
15 6 9	..BB...CCC.G.AAKUG.FFKUG...KU..EEETT B98 K98 C99 U99 G99 E99 
15 6 9	....BBCCCK..AA.KUGFF.KUG....UGEEETT. B96 K99 U99 A99 F99 T99 
15 6 9	.BB...CCC.UG.AAKUGFF.KUG...K..EEETT. B99 K96 G99 F99 T99 
15 6 9	.BB..GCCC.UG.AAKUGFF.KU....K..EEETT. B99 K96 G98 F99 T99 
15 6 9	.BB.UGCCC.UG.AAKUG.FFK.....K..EEE.TT B97 U99 G98 K98 
15 6 9	.BB.U..CCCUG.AAKUG.FFK.G...K..EEETT. B99 K98 C99 U99 G99 T99 
15 6 9	..BBUGCCCKUGAA.KUG.FFK.........EEETT B98 K99 U99 A99 G98 E99 
15 6 9	.BBK..CCCK.GAA.KUG..FFUG....U..EEETT B99 U99 A99 G99 F99 E99 
15 6 9	..BB.GCCCKUGAA.KUG.FFKU.......EEE.TT B98 K99 U98 A99 G98 
