9 0 9	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
13 7 6	.BB.....CCC.AA.KU..FFKUG...KUGEEETTG B99 K98 C98 U99 A99 G99 T99 
13 7 6	.BB.....CCC..AAKU.FF.KUG...KUGEEETTG B99 K98 C98 U99 G99 F99 T99 
13 4 9	BB..U.CCC.U.AA.KUGFF.K.G...K.GEEE.TT K98 U99 A99 F99 
13 7 6	...BB....CCC.AAKU.FF.KUG...KUGEEETTG B97 K98 C97 U99 G99 F99 T99 
13 4 9	BB....CCCK..AA.KUG.FFKUG....UGEEE.TT K95 U99 A99 
13 7 6	.BB......CCCAA.KU..FFKUG...KUGEEETTG B99 K98 C97 U99 A99 G99 T99 
13 7 6	.BB......CCC.AAKU.FF.KUG...KUGEEETTG B99 K98 C97 U99 G99 F99 T99 
13 4 9	BB.....CCCU.AA.KUGFF.KUG...K.GEEE.TT K98 C99 A99 F99 
13 4 9	...BBGCCCK.G.AAKUG.FFKU.....U.EEE.TT B97 K99 U99 G98 
13 4 9	BB....CCC.UGAA.KUG.FFKUG...K..EEE.TT K96 A99 G99 
13 4 9	BB.K..CCCK...AAKUG.FF.UG....UGEEETT. U99 G96 T99 
13 4 9	BB.K.GCCCK.GAA.KUG.FF.U.....U.EEETT. U99 A99 G98 T99 
13 4 9	BB..U.CCC.U.AA.KUG.FFK.G...K.GEEE.TT K96 U99 A99 
13 4 9	.BB...CCCKUG.AAKUG.FFKUG......EEE.TT B99 K95 G99 
13 4 9	BB.K.GCCCK.G.AAKUGFF..U.....U.EEETT. U99 G98 F99 T99 
13 4 9	....BBCCCKUGAA.KUG.FFKUG......EEE.TT B96 K99 A99 G99 
13 4 9	..BB..CCC....AAKUG.FFKUG...KUGEEE.TT B98 K96 U99 
13 4 9	BB...GCCCKUGAA.KUG.FFKU.......EEETT. K99 A99 G98 T99 
13 4 9	...BBGCCCKUG.AAKUG.FFKU.......EEETT. B97 K99 G98 T99 
13 4 9	BB..U.CCCKUG.AAKUG.FFK.G......EEE.TT K95 U99 G99 
13 4 9	BB..U.CCC.UG.AAKUG.FFK.G...K..EEE.TT K96 U99 G99 
13 4 9	..BBU.CCCKU..AAKUG.FFK.G.....GEEE.TT B98 K95 U99 
13 4 9	BB....CCCKUGAA.KUG.FFKUG......EEE.TT K95 A99 G99 
13 4 9	....BBCCCKU.AA.KUG.FFKUG.....GEEE.TT B96 K95 A99 
14 5 9	BB.KUGCCCKUG.AAKUGFF..........EEETT. U99 G96 F99 T99 
14 5 9	..BB...CCCUG.AAKUG.FFKUG...K...EEETT B98 K98 C99 G99 E99 
14 5 9	.BBKUGCCCKUG.AAKUG....FF......EEE.TT B99 U99 G98 F97 
12 6 6	.BB.UGCCC.UG.AA.UG...KFF...K..EEEKTT B99 K97 U99 G98 F97 
13 7 6	BB..UGCCC.UG.AA.UG...KFF...K..EEEKTT B98 U99 G98 K97 F97 
13 7 6	..BBUGCCC.UG.AA.UG...KFF...K..EEEKTT B98 K97 U99 G98 F97 
13 7 6	.BB.UG.CCCUG.AA.UG...KFF...K..EEEKTT B99 K97 C99 U99 G98 F97 
13 7 6	.BB.UGCCC.UGAA..UG...KFF...K..EEEKTT B99 K97 U99 A99 G98 F97 
13 7 6	.BB.UGCCC.UG..AAUG...KFF...K..EEEKTT B99 K97 U99 A99 G98 F97 
14 5 9	..BB...CCCUG.AAKUG.FFKUG...K..EEE.TT B98 K96 C99 G99 
14 5 9	.BBK..CCCKUGAA.KUGFF..UG......EEETT. B99 A99 G99 F99 T99 
14 5 9	BB..UG.CCCUG.AAKUG.FFK.....K..EEE.TT K96 C99 U99 G98 
14 5 9	BB.K..CCCK.GAA.KUGFF..UG....U.EEETT. U99 A99 G99 F99 T99 
14 5 9	BB.KUGCCCKUGAA.KUG.FF.........EEE.TT K94 U99 A99 G98 
14 5 9	.BB...CCC....AAKUGFF.KUG...KUGEEE.TT B99 K96 U99 F99 
14 5 9	....BBCCCK.G.AAKUG.FFKUG....U..EEETT B96 K99 U99 G99 E99 
14 5 9	BB.KU.CCCKUG.AAKUGFF...G......EEE.TT K94 U99 G99 F99 
14 5 9	BB...G.CCCUGAA.KUG.FFKU....K..EEE.TT K96 C99 A99 G98 
14 5 9	.BB..GCCC.UG.AAKUGFF.KU....K..EEE.TT B99 K96 G98 F99 
14 5 9	.BB..GCCCKUG.AAKUGFF.KU.......EEE.TT B99 K95 G98 F99 
14 5 9	....BBCCCK.G.AAKUG.FFKUG....U.EEETT. B96 K99 U99 G99 T99 
14 5 9	BB.K..CCCKUGAA.KUGFF..UG......EEETT. A99 G97 F99 T99 
14 5 9	....BBCCCK.G.AAKUGFF.KUG....U.EEE.TT B96 K99 U99 G99 F99 
14 5 9	..BB..CCC.UG.AAKUGFF.KUG...K..EEE.TT B98 K96 G99 F99 
12 6 6	..BB..CCC.UG.AA.UGFF.KUG...K..EEEKTT B98 K95 G99 F99 
13 7 6	...BB.CCC.UG.AA.UGFF.KUG...K..EEEKTT B97 K95 G99 F99 
14 5 9	..BB.G.CCCUG.AAKUG.FFKU....K..EEE.TT B98 K96 C99 G98 
14 5 9	...BB.CCC.UG.AAKUG.FFKUG...K..EEETT. B97 K98 G97 T99 
14 5 9	BB...GCCCKUG.AAKUG.FFKU........EEETT K99 G98 F98 E99 
14 5 9	..BB..CCCKUGAA.KUG.FFKUG......EEE.TT B98 K95 A99 G99 
14 5 9	..BB.GCCC.UG.AAKUGFF.KU....K..EEE.TT B98 K98 G98 F99 
14 5 9	..BB.GCCCKUG.AAKUGFF.KU........EEETT B98 K99 G98 F99 E99 
14 5 9	..BB.GCCCKUG.AAKUGFF.KU.......EEETT. B98 K99 G98 F99 T99 
14 5 9	BB....CCCKU..AAKUGFF.KUG.....GEEETT. K99 G98 F99 T99 
14 5 9	...BBGCCC.UGAA.KUG.FFKU....K..EEE.TT B97 K96 A99 G98 
14 5 9	...BBGCCC..G.AAKUG.FFKU....KU.EEE.TT B97 K96 U99 G98 
14 5 9	BB......CCCGAA.KUG.FFKUG...KU.EEE.TT K98 C98 U99 A99 G99 
14 5 9	..BBU.CCCKUG.AAKUG.FFK.G......EEE.TT B98 K95 U99 G99 
14 5 9	BB.K..CCCKU.AA.KUGFF..UG.....GEEETT. A99 G98 F99 T99 
14 5 9	..BB.GCCC.UG.AAKUG.FFKU....K...EEETT B98 K96 G98 E99 
14 5 9	.BBK..CCCKU.AA.KUG.FF.UG.....GEEETT. B99 A99 G98 T99 
14 5 9	..BB.GCCC..G.AAKUG.FFKU....KU.EEE.TT B98 K96 U99 G98 
14 5 9	.BBK..CCCKU.AA.KUGFF..UG.....GEEE.TT B99 K94 A99 F99 
14 5 9	BB.K..CCCK..AA.KUGFF..UG....UGEEETT. U99 A99 F97 T99 
14 5 9	...KBBCCCKU.AA.KUG.FF.UG.....GEEETT. B96 K94 A99 T99 
14 5 9	BB.K..CCCK.GAA.KUG..FFUG....U.EEETT. U99 A99 G99 F99 T99 
14 5 9	.BB..G.CCC.G.AAKUG.FFKU....KU.EEE.TT B99 K98 C99 U99 G98 
14 5 9	.BB..GCCC..G.AAKUG.FFKU....KU..EEETT B99 K98 U99 G98 E99 
14 5 9	.BB..GCCC..G.AAKUGFF.KU....KU.EEE.TT B99 K98 U99 G98 F99 
14 5 9	.BB.U.CCC.U..AAKUGFF.K.G...K.GEEE.TT B99 K98 U99 F99 
14 8 6	BB..UGCCC.UGAA..UG...KFF...K..EEEKTT B98 U99 G98 A99 K97 F97 
14 5 9	BB..UGCCCKUG.AAKUG.FFK........EEETT. K99 U99 G96 T99 
14 5 9	BB..U.CCCKU..AAKUG.FFK.G.....GEEETT. K99 U99 G98 T99 
14 5 9	.BB..G.CCCUG.AAKUG.FFKU....K..EEETT. B99 K98 C99 G98 T99 
14 5 9	.BB.UGCCCKUG.AAKUGFF.K........EEE.TT B99 K99 U99 G98 F99 
14 5 9	BB..UGCCCKUGAA.KUG.FFK........EEE.TT K95 U99 A99 G98 
14 5 9	.BBKU.CCCKU..AAKUG.FF..G.....GEEETT. B99 U99 G98 T99 
14 5 9	...BBGCCC.UG.AAKUG.FFKU....K..EEETT. B97 K98 G96 T99 
14 5 9	..BBU.CCCKUG.AAKUGFF.K.G......EEE.TT B98 K99 U99 G99 F99 
14 5 9	..BBU.CCCKU..AAKUGFF.K.G.....G.EEETT B98 K99 U99 F99 E99 
14 5 9	..BBU.CCCKU..AAKUGFF.K.G.....GEEETT. B98 K99 U99 F99 T99 
14 5 9	..BB...CCC.G.AAKUG.FFKUG...KU.EEE.TT B98 K98 C99 U99 G99 
14 5 9	..BB...CCC...AAKUGFF.KUG...KUGEEE.TT B98 K98 C99 U99 F99 
14 5 9	...BB....CCC.AAKUG.FFKUG...KUGEEE.TT B95 C97 K98 U99 
14 5 9	..BB....CCCG.AAKUG.FFKUG...KU.EEE.TT B98 K98 C98 U99 G99 
14 5 9	BB.KU.CCCKUGAA.KUG...FFG.......EEETT U99 A99 G99 F98 E99 
14 5 9	.BBK..CCCKUG.AAKUG.FF.UG......EEETT. B99 G99 F98 T99 
14 5 9	.BB...CCCKU..AAKUG.FFKUG.....GEEETT. B99 K99 G98 T99 
14 5 9	....BB.CCC...AAKUG.FFKUG...KUGEEETT. B96 K98 C99 U99 T99 
14 5 9	.BB.....CCCG.AAKUG.FFKUG...KU.EEE.TT B99 K98 C98 U99 G99 
14 5 9	....BB..CCC..AAKUGFF.KUG...KUGEEE.TT B96 K98 C98 U99 F99 
14 5 9	....BBCCC....AAKUGFF.KUG...KUGEEETT. B96 K98 U99 F99 T99 
14 5 9	....BB..CCC..AAKUG.FFKUG...KUGEEE.TT B96 K98 C98 U99 
14 5 9	.BBK..CCCK..AA.KUG..FFUG....UGEEETT. B99 U99 A99 F99 T99 
14 5 9	...BB..CCC...AAKUGFF.KUG...KUGEEE.TT B97 K98 C99 U99 F99 
14 5 9	BB.K.GCCCK.G.AAKUGFF..U.....U.EEE.TT K94 U99 G98 F99 
14 5 9	.BBK..CCCK.G.AAKUG..FFUG....U.EEETT. B99 U99 G99 F99 T99 
14 5 9	..BBU..CCCU..AAKUG.FFK.G...K.GEEE.TT B98 K96 C99 U99 
14 5 9	.BBK..CCCKUGAA.KUG..FFUG......EEETT. B99 A99 G99 F99 T99 
14 5 9	..BBU.CCCKUGAA.KUG.FFK.G......EEE.TT B98 K99 U99 A99 G99 
14 5 9	....BB.CCCU..AAKUGFF.KUG...K.GEEE.TT B96 K96 C99 F99 
14 5 9	BB.K.GCCCK.GAA.KUGFF..U.....U..EEETT U99 A99 G98 F99 E99 
14 5 9	.BB...CCC....AAKUG.FFKUG...KUGEEETT. B99 K98 U99 T99 
14 5 9	.BB...CCCK...AAKUGFF.KUG....UGEEETT. B99 K99 U99 F99 T99 
14 5 9	BB.....CCC.G.AAKUG.FFKUG...KU..EEETT K98 C99 U99 G99 E99 
14 5 9	.BB...CCCK..AA.KUG.FFKUG....UGEEETT. B99 K99 U99 A99 T99 
14 5 9	..BB..CCC....AAKUGFF.KUG...KUGEEE.TT B98 K96 U99 F99 
14 5 9	BB.......CCCAA.KUG.FFKUG...KUGEEE.TT K96 C97 U99 A99 
14 5 9	...BBGCCCK.GAA.KUG.FFKU.....U.EEE.TT B97 K99 U99 A99 G98 
14 5 9	.BB..GCCCK.GAA.KUG.FFKU.....U.EEE.TT B99 K99 U99 A99 G98 
14 5 9	.BBK..CCCK..AA.KUGFF..UG....UG.EEETT B99 U99 A99 F99 E99 
14 5 9	...BB..CCC...AAKUG.FFKUG...KUGEEE.TT B97 K96 C99 U99 
14 5 9	...BB.CCC....AAKUGFF.KUG...KUGEEE.TT B97 K96 U99 F99 
14 5 9	..BB.....CCC.AAKUG.FFKUG...KUGEEE.TT B98 K96 C97 U99 
14 5 9	BB..U.CCCKUG.AAKUGFF.K.G......EEETT. K99 U99 G99 F99 T99 
14 5 9	....BB...CCC.AAKUG.FFKUG...KUGEEE.TT B96 K96 C97 U99 
14 5 9	BB..UGCCC.UGAA.KUG.FFK.....K..EEE.TT K96 U99 A99 G98 
14 5 9	.BB...CCCKU.AA.KUGFF.KUG.....GEEETT. B99 K99 A99 F99 T99 
14 5 9	.BBKU.CCCKUG.AAKUG...FFG.......EEETT B99 U99 G99 F98 E99 
14 5 9	BB..U.CCCKUGAA.KUGFF.K.G......EEE.TT K99 U99 A99 G99 F99 
14 5 9	BB..UGCCCKUGAA.KUG.FFK........EEETT. K99 U99 A99 G98 T99 
14 5 9	.BBK..CCCKUG.AAKUGFF..UG......EEE.TT B99 K94 G99 F99 
14 5 9	.BB...CCC.U..AAKUGFF.KUG...K.GEEETT. B99 K96 F99 T99 
14 5 9	..BBUGCCC.UG.AAKUG.FFK.....K..EEE.TT B98 K98 U99 G98 
14 5 9	.BB.U.CCC.UG.AAKUG.FFK.G...K..EEETT. B99 K98 U99 G99 T99 
14 5 9	....BBCCCKU.AA.KUG.FFKUG.....GEEETT. B96 K95 A99 T99 
14 8 6	...BB...CCC.AA.KU.FF.KUG...KUGEEETTG B97 K98 C98 U99 A99 G99 F99 T99 
14 5 9	BB.K.GCCCKUGAA.KUG..FFU.......EEETT. A99 G96 F99 T99 
14 5 9	..BBUGCCCKUGAA.KUG.FFK........EEE.TT B98 K99 U99 A99 G98 
14 5 9	..BBUGCCC.UG.AAKUG.FFK.....K..EEE.TT B98 K98 U99 G98 
14 5 9	...BB.CCCK...AAKUG.FFKUG....UGEEE.TT B97 K99 U99 G98 
14 5 9	..BB..CCCK.G.AAKUG.FFKUG....U..EEETT B98 K99 U99 G99 E99 
14 5 9	BB.K..CCCK.GAA.KUG..FFUG....U..EEETT U99 A99 G99 F99 E99 
14 5 9	BB.K.GCCCK.GAA.KUG.FF.U.....U..EEETT U99 A99 G98 E99 
14 5 9	.BB....CCCU..AAKUG.FFKUG...K.GEEE.TT B99 K98 C99 U98 
14 5 9	..BB..CCCK.G.AAKUGFF.KUG....U.EEE.TT B98 K99 U99 G99 F99 
14 5 9	.BBK..CCCK...AAKUGFF..UG....UGEEE.TT B99 K94 U99 F99 
14 5 9	BB....CCC..GAA.KUG.FFKUG...KU..EEETT K98 U99 A99 G99 E99 
14 5 9	BB.KU.CCCKUGAA.KUG..FF.G......EEETT. U99 A99 G99 F99 T99 
14 5 9	.BBKU.CCCKUGAA.KUG.FF..G......EEETT. B99 U99 A99 G99 T99 
14 5 9	BB.KUGCCCKUG.AAKUG...FF.......EEE.TT U99 G98 F98 
14 5 9	....BB.CCCU.AA.KUG.FFKUG...K.GEEE.TT B96 K96 C99 A99 
14 5 9	.BB....CCCU..AAKUGFF.KUG...K.GEEE.TT B99 K96 C99 F99 
14 8 6	.BB....CCC...AAKU.FF.KUG...KUGEEETTG B93 C99 K98 U99 F99 G99 T99 
14 8 6	BB.....CCC...AAKU.FF.KUG...KUGEEETTG B92 C99 K98 U99 F99 G99 T99 
14 5 9	..BB..CCC.U.AA.KUG.FFKUG...K.GEEE.TT B96 A99 K96 
14 8 6	...BB..CCC...AAKU.FF.KUG...KUGEEETTG B95 C99 K98 U99 F99 G99 T99 
14 5 9	...BB..CCCU.AA.KUG.FFKUG...K.GEEE.TT B97 K96 C99 A99 
14 5 9	.BBK.GCCCK.G.AAKUG.FF.U.....U..EEETT B99 U97 G98 E99 
14 8 6	...KBBCCCK...AAKU.FF..UG....UGEEETTG B96 K96 U99 G99 F97 T99 
14 8 6	...KBBCCCK...AAKU..FF.UG....UGEEETTG B96 K96 U99 G99 F98 T99 
14 5 9	BB.KUGCCCKUG.AAKUG....FF......EEE.TT U99 G98 F97 
14 5 9	BB.KU.CCCKUG.AAKUG...FFG......EEETT. U99 G97 F98 T99 
14 5 9	....BBCCCK...AAKUG.FFKUG....UGEEETT. B96 K95 U99 T99 
14 5 9	BB...GCCC.UGAA.KUG.FFKU....K..EEETT. K98 A99 G96 T99 
14 5 9	BB..UGCCC.UG.AAKUG.FFK.....K..EEETT. K98 U99 G96 T99 
14 8 6	..BB...CCC..AA.KU..FFKUG...KUGEEETTG B94 C99 A99 K98 U99 G99 T99 
14 8 6	...BB..CCC..AA.KU..FFKUG...KUGEEETTG B95 C99 A99 K98 U99 G99 T99 
14 5 9	BB.K.GCCCK.GAA.KUG.FF.U.....U.EEETT. U99 A99 G96 T99 
14 8 6	...BB..CCC..AA.KU.FF.KUG...KUGEEETTG B97 K98 C99 U99 A99 G99 F99 T99 
14 5 9	BB..UGCCCKUGAA.KUGFF.K........EEE.TT K99 U99 A99 G98 F99 
14 5 9	....BBCCCKUG.AAKUGFF.KUG......EEE.TT B96 K99 G99 F99 
14 8 6	...KBBCCCKU.AA.KU..FF.UG.....GEEETTG B96 K98 A99 G99 F98 T99 
14 5 9	BB.KUGCCCKUGAA.KUG.FF.........EEETT. U99 A99 G96 T99 
14 8 6	..BB..CCCKU.AA.KU..FFKUG.....GEEETTG B94 K99 A99 F98 G99 T99 
14 5 9	...BB.CCCKUG.AAKUGFF.KUG.......EEETT B97 K99 G99 F99 E99 
14 5 9	BB.KU.CCCKUGAA.KUG.FF..G......EEE.TT K94 U99 A99 G99 
14 5 9	..BBU.CCC.UG.AAKUG.FFK.G...K...EEETT B98 K98 U99 G99 E99 
14 5 9	..BBU.CCC.UG.AAKUGFF.K.G...K..EEE.TT B98 K98 U99 G99 F99 
14 5 9	BB..U..CCCU..AAKUGFF.K.G...K.G.EEETT K98 C99 U99 F99 E99 
14 5 9	..BB...CCCU..AAKUGFF.KUG...K.G.EEETT B98 K98 C99 F99 E99 
14 5 9	.BB.UGCCCKUGAA.KUG.FFK........EEE.TT B99 K99 U99 A99 G98 
14 5 9	BB..UGCCCKUGAA.KUG.FFK.........EEETT K99 U99 A99 G98 E99 
14 5 9	.BB....CCCU..AAKUGFF.KUG...K.G.EEETT B99 K98 C99 F99 E99 
14 5 9	BB..U..CCCUG.AAKUG.FFK.G...K...EEETT K98 C99 U99 G99 E99 
14 5 9	...BB.CCCK..AA.KUG.FFKUG....UGEEE.TT B97 K95 U99 A99 
14 5 9	.BB.U.CCC.UG.AAKUG.FFK.G...K...EEETT B99 K98 U99 G99 E99 
14 5 9	BB...G.CCCUGAA.KUG.FFKU....K...EEETT K98 C99 A99 G98 E99 
14 5 9	BB.KU.CCCKU..AAKUGFF...G.....GEEETT. U99 G98 F99 T99 
14 5 9	.BBKUGCCCKUGAA.KUG.FF.........EEETT. B99 U99 A99 G98 T99 
14 5 9	..BB.G.CCCUG.AAKUG.FFKU....K...EEETT B98 K98 C99 G98 E99 
14 5 9	BB....CCCKUG.AAKUG.FFKUG......EEETT. K97 G97 T99 
14 5 9	....BBCCC...AA.KUG.FFKUG...KUG.EEETT B96 K98 U99 A99 E99 
14 5 9	...BB.CCC....AAKUG.FFKUG...KUG.EEETT B95 K98 U99 E99 
14 5 9	BB.K.GCCCK.G.AAKUGFF..U.....U.EEETT. U99 G96 F99 T99 
14 5 9	....BBCCC.UGAA.KUG.FFKUG...K...EEETT B96 K98 A99 G99 E99 
14 5 9	....BBCCCKUG.AAKUG.FFKUG.......EEETT B96 K97 G99 E99 
14 5 9	BB..UGCCC.UGAA.KUG.FFK.....K..EEETT. K98 U99 A99 G98 T99 
14 5 9	BB......CCCG.AAKUGFF.KUG...KU.EEE.TT K98 C98 U99 G99 F99 
14 5 9	BB.K..CCCKUG.AAKUG.FF.UG......EEETT. K96 G97 T99 
14 5 9	.BBK.GCCCKUGAA.KUGFF..U........EEETT B99 A99 G98 F99 E99 
14 5 9	..BB..CCCK.G.AAKUGFF.KUG....U.EEE.TT B98 K99 U99 G99 F99 
14 5 9	....BBCCCK.GAA.KUG.FFKUG....U.EEE.TT B96 K99 U99 A99 G99 
14 5 9	..BBUGCCCKUG.AAKUG.FFK........EEETT. B98 K99 U99 G98 T99 
14 5 9	....BB.CCCU..AAKUGFF.KUG...K.G.EEETT B96 K98 C99 F99 E99 
14 5 9	..BB....CCC..AAKUG.FFKUG...KUG.EEETT B98 K98 C98 U99 E99 
14 5 9	BB..U.CCC.UG.AAKUG.FFK.G...K..EEETT. K98 U99 G97 T99 
14 5 9	BB......CCC.AA.KUG.FFKUG...KUGEEE.TT K96 C98 U99 A99 
14 5 9	...BB.CCCK...AAKUG.FFKUG....UG.EEETT B97 K99 U99 E99 
14 5 9	.BB...CCCKU..AAKUG.FFKUG.....G.EEETT B99 K99 U98 E99 
14 8 6	.BB...CCC...AA..UG.FFKUG...KUGEEEKTT B99 K97 U97 A99 G96 
14 5 9	..BB..CCCK...AAKUG.FFKUG....UG.EEETT B98 K99 U99 E99 
14 8 6	.BB.U..CCCU.AA..UGFF.K.G...K.GEEEKTT B99 K97 C99 U99 A99 G98 F99 
14 5 9	....BB.CCCUG.AAKUG.FFKUG...K..EEE.TT B96 K96 C99 G99 
14 8 6	....BB.CCCU..AA.UGFF.KUG...K.GEEEKTT B96 K97 C99 A98 G98 F99 
14 5 9	..BBU.CCC.UG.AAKUG.FFK.G...K..EEE.TT B98 K96 U99 G99 
14 8 6	...BB...CCCGAA..UGFF.KUG...KU.EEEKTT B97 K97 C98 U99 A99 G99 F99 
14 8 6	...BB...CCCGAA..UG.FFKUG...KU.EEEKTT B95 C98 G99 A99 U99 K97 
14 5 9	...BB.CCCKUGAA.KUG.FFKUG......EEE.TT B97 K95 A99 G99 
14 5 9	..BB..CCCK...AAKUGFF.KUG....UGEEE.TT B98 K95 U99 F99 
14 5 9	.BB.UGCCC.UGAA.KUG.FFK.....K..EEE.TT B99 K98 U99 A99 G98 
14 5 9	.BBK..CCCK..AA.KUG..FFUG....UGEEE.TT B99 U99 A99 F97 
14 5 9	.BB...CCCK..AA.KUG.FFKUG....UG.EEETT B99 K99 U99 A99 E99 
14 5 9	.BB......CCC.AAKUG.FFKUG...KUG.EEETT B99 K98 C97 U99 E99 
14 5 9	....BBCCC.UG.AAKUG.FFKUG...K..EEE.TT B96 K96 G99 
14 5 9	.BB...CCC...AA.KUG.FFKUG...KUGEEETT. B99 K98 U99 A99 T99 
14 8 6	BB.....CCC..AA.KU.FF.KUG...KUGEEETTG K98 C99 U97 A99 G99 F99 T99 
14 5 9	.BB...CCC..G.AAKUGFF.KUG...KU.EEE.TT B99 K98 U99 G99 F99 
14 5 9	.BBK.GCCCKUGAA.KUG.FF.U.......EEE.TT B99 K94 A99 G98 
14 8 6	..BB..CCCK...AAKU..FFKUG....UGEEETTG B98 K99 U97 G99 F98 T99 
14 5 9	BB..UGCCCKUG.AAKUG...KFF......EEETT. K99 U99 G98 F97 T99 
14 5 9	.BBKU.CCCKU.AA.KUGFF...G.....G.EEETT B99 U99 A99 F99 E99 
14 8 6	.BB..G..CCCG..AAUGFF.KU....KU.EEEKTT B99 K97 C98 U99 A97 G98 F99 
14 5 9	.BB...CCC..G.AAKUG.FFKUG...KU.EEETT. B99 K98 U99 G99 T99 
14 8 6	BB..U.CCCKU.AA.KU.FF.K.G.....GEEETTG B98 U99 K99 A99 F99 G99 T99 
14 5 9	BB...G.CCCUG.AAKUG.FFKU....K..EEETT. K98 C99 G96 T99 
14 5 9	BB....CCCKU..AAKUGFF.KUG.....GEEE.TT K95 A98 F99 
14 5 9	...BB..CCCUG.AAKUG.FFKUG...K..EEE.TT B97 K96 C99 G99 
14 8 6	.BB.U..CCCU.AA.KU.FF.K.G...K.GEEETTG B99 K98 C99 U99 A99 G99 F99 T99 
14 5 9	BB..U.CCC.U.AA.KUGFF.K.G...K.GEEE.TT K96 U99 A99 F99 
14 5 9	BB.....CCCU..AAKUGFF.KUG...K.GEEE.TT K98 C99 U98 F99 
14 5 9	...BBGCCC..G.AAKUGFF.KU....KU.EEE.TT B97 K98 U99 G98 F99 
14 8 6	.BB......CCCAA.KU.FF.KUG...KUGEEETTG B99 K98 C97 U99 A99 G99 F99 T99 
14 5 9	...BBGCCCKUGAA.KUG.FFKU.......EEE.TT B97 K95 A99 G98 
14 5 9	BB.....CCC.G.AAKUGFF.KUG...KU.EEE.TT K98 C99 U99 G99 F99 
14 5 9	....BBCCCKUG.AAKUG.FFKUG......EEETT. B96 K99 G97 T99 
14 5 9	...BB.CCC..G.AAKUGFF.KUG...KU.EEE.TT B97 K98 U99 G99 F99 
14 5 9	BB.......CCC.AAKUG.FFKUG...KUG.EEETT K96 C97 U99 E99 
14 8 6	..BB....CCC.AA.KU.FF.KUG...KUGEEETTG B98 K98 C98 U99 A99 G99 F99 T99 
14 8 6	..BB...CCC..AA.KU.FF.KUG...KUGEEETTG B98 K98 C99 U99 A99 G99 F99 T99 
14 8 6	...KBBCCCK..AA.KU.FF..UG....UGEEETTG B96 K96 U99 A99 G99 F99 T99 
14 5 9	..BB..CCC....AAKUG.FFKUG...KUG.EEETT B98 K96 U99 E99 
14 8 6	....BBCCC...AA.KU..FFKUG...KUGEEETTG B96 K98 U99 A99 G99 F98 T99 
14 5 9	...BB.CCCK.G.AAKUG.FFKUG....U.EEE.TT B97 K95 U99 G99 
14 5 9	BB...GCCC..G.AAKUGFF.KU....KU..EEETT K98 U99 G98 F99 E99 
14 5 9	.BBKU.CCCKU..AAKUG...FFG.....GEEE.TT B99 U99 F96 
14 5 9	BB.KU.CCCKU.AA.KUG.FF..G.....G.EEETT U99 A99 F98 E99 
14 8 6	....BB...CCCAA.KU.FF.KUG...KUGEEETTG B96 K98 C97 U99 A99 G99 F99 T99 
14 8 6	....BB.CCC..AA.KU.FF.KUG...KUGEEETTG B96 K98 C99 U99 A99 G99 F99 T99 
14 5 9	...BB.CCC....AAKUGFF.KUG...KUGEEETT. B97 K98 U99 F99 T99 
14 5 9	BB..U.CCCKU.AA.KUGFF.K.G.....GEEE.TT K95 U99 A99 F99 
14 5 9	BB.K.GCCCK.G.AAKUG..FFU.....U..EEETT U99 G98 F99 E99 
14 5 9	.BB...CCCKU.AA.KUG.FFKUG.....GEEE.TT B95 K95 A99 
14 5 9	.BB...CCCK.G.AAKUGFF.KUG....U.EEE.TT B99 K99 U99 G99 F99 
14 5 9	BB.K.GCCCKUGAA.KUGFF..U.......EEETT. A99 G96 F99 T99 
14 8 6	..BB...CCC.G..AAUGFF.KUG...KU.EEEKTT B98 K97 C97 U99 A99 G99 F99 
14 5 9	...KBBCCCKU..AAKUGFF..UG.....GEEE.TT B96 K94 F97 
14 5 9	..BB.GCCCKUGAA.KUG.FFKU........EEETT B98 K99 A99 G98 E99 
14 5 9	...KBBCCCKUG.AAKUG..FFUG......EEE.TT B96 K94 G99 F99 
14 5 9	BB....CCC..GAA.KUGFF.KUG...KU.EEE.TT K98 U99 A99 G99 F99 
14 5 9	...BB.CCCK...AAKUGFF.KUG....UG.EEETT B97 K99 U99 F99 E99 
14 5 9	..BB..CCCK...AAKUGFF.KUG....UG.EEETT B98 K99 U99 F99 E99 
14 5 9	BB....CCC...AA.KUGFF.KUG...KUGEEE.TT K96 U99 A99 F99 
14 5 9	.BB..GCCCK.G.AAKUG.FFKU.....U..EEETT B99 K99 U99 G98 E99 
14 5 9	....BBCCC.U..AAKUGFF.KUG...K.GEEETT. B96 K98 F99 T99 
14 5 9	BB...G.CCC.G.AAKUG.FFKU....KU..EEETT K98 C99 U99 G98 E99 
14 5 9	.BB...CCC.UG.AAKUGFF.KUG...K...EEETT B99 K98 G99 F99 E99 
14 5 9	BB.K..CCCK.GAA.KUG..FFUG....U.EEE.TT U97 A99 G99 F99 
14 5 9	.BB...CCCKUG.AAKUGFF.KUG.......EEETT B99 K99 G99 F99 E99 
14 5 9	BB....CCC..G.AAKUG.FFKUG...KU..EEETT K98 U99 G97 E99 
14 5 9	.BBK.GCCCKUGAA.KUG..FFU........EEETT B99 A99 G98 F99 E99 
14 5 9	.BBK..CCCK.G.AAKUGFF..UG....U..EEETT B99 U99 G99 F99 E99 
