6 0 6	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
21 15 6	JJJ..SH.FFPSHAADPUBINDPUBINDLOGGN.LO J98 H97 F98 P99 A98 B99 I99 N98 L99 G97 
21 17 4	JJJ..SH.FFPSHIAAPUBINDPUB.NDLOGGNDLO J98 H97 F98 P99 I98 A97 B99 N98 D99 L99 G97 
21 13 8	HJJJPSHFFDPSAANDPUBIND.UBIN.LOGG..LO J99 F99 H98 A99 D97 N97 L99 B99 I99 G97 
22 16 6	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 D98 N98 L99 B98 I99 G97 
22 16 6	H.JJJSH.FFPSBAADPUBINDPU.INDLOGGN.LO J98 P99 F98 H98 A98 N98 L99 B98 I99 G97 
22 18 4	.IJJJSHIFFPSHAA.PUB.NDPUB.NDLOGGNDLO H97 J98 F98 P99 A96 B99 I96 N98 D99 L99 G97 
22 16 6	H.JJJSHFFDPSBAADPUBINDPU.IN.LOGGN.LO J98 P99 F99 H98 A98 D97 N98 L99 B98 I99 G97 
22 16 6	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F99 A98 B99 I99 N98 D96 L99 G97 
22 18 4	HIJJJSHIFFPSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A96 D99 N98 L99 B98 I96 G97 
24 18 6	HIJJJSHIFFPS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B99 I96 G97 
24 18 6	HIJJJSHIFFPSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A95 D98 N98 L99 B99 I96 G97 
24 18 6	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G97 
25 19 6	HIJJJSHIFFPSBAADPUB.NDPU..NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B98 I96 G97 
25 19 6	.IJJJSHIFFPSHAADPUB.NDPUB.NDLOGGN.LO H97 J98 F98 P99 A96 B99 I96 N98 D98 L99 G97 
25 19 6	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G96 
26 20 6	HIJJJSHIFFPSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 F98 H98 A95 D99 N97 L99 B98 I96 G96 
27 19 8	HIJJJSHIFFPSAANDPUB.NDPUB.NDLOGG..LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G97 
28 20 8	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G96 
28 20 8	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO..GGLO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G95 
29 21 8	HIJJJSHIFFPSAANDPU..NDPUB.NDLOBGG.LO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G96 
29 21 8	HIJJJSHIFFPSAANDPU..NDPUB.NDLOB.GGLO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G95 
