3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G.UU.Y...EEY A99 Y98 G99 D97 U99 
8 5 3	GCCBBBGHHFL..AAFLY..DFLY..D.UU..EE.. H99 G96 D99 U99 E99 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG..UU..EE... A99 G99 D97 E98 
8 6 2	CCBBB..HHFL.AA.FL...DFLYG.DUUYG..EE. C99 B99 H99 A99 Y99 D99 
8 5 3	.CCBBBHH.FLYGAAFLYG.DFL...D.UU..EE.. Y99 G98 D99 U99 E99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UU....EE H99 G97 D99 U99 E99 
8 5 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUU....EE F99 G99 D99 U99 E99 
8 6 2	GCCBBBGHHFL.AA.FL...DFL...DUUY...EEY H99 A99 Y98 G96 D99 
8 5 3	CC.BBBGHHFLYGAAFLY..DFL...DUU....EE. C99 G97 H99 Y99 D99 
8 5 3	.CCBBB.HHFL.AA.FLY...FLYG.D.UUG.DEE. H99 A99 Y98 U99 
8 5 3	CCBBB.GHHFLYGAAFLY...FL...DUU...DEE. C99 B99 G97 H99 Y99 
8 5 3	.CCBBB.HH.L..AAFLYG..FLYG.DFUU..D.EE H99 F99 G99 U99 E99 
8 5 3	.CCBBBHH.FL.AA.FLYG.DFLYG.DUU....EE. A99 G99 D99 E96 
8 5 3	.CCBBB.HHFL.GAAFLYG.DFLY..D.UUEE.... H99 G98 D99 U99 E97 
8 5 3	.CCBBBHH.FL.AA.FLYG.DFLYG.D.UU.EE... A99 G99 D99 U99 E98 
8 6 2	CCBBB.HH.FL..AAFL.G.DFL.G.DUUYEE...Y C99 B99 D99 G99 Y98 E97 
8 5 3	CC.BBBGHHFLYGAAFLY...FL...DUU...DEE. C99 H99 Y97 G97 
8 5 3	CC.BBB.HHFL..AAFLY..DFLYG.D.UUG...EE C99 H99 D99 U99 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYGUU..YG...EE C99 A99 Y99 D96 U98 E99 
8 6 2	CCBBB..HHFL.AA.FL.G..FLYG.DUUY..DEE. C99 B99 H99 A99 Y99 G99 
8 5 3	CCBBB.HH.FLY.AAFLY..DFL.G.DUU.G..EE. C99 B99 D99 Y95 
8 6 2	.CCBBBGHHFL.GAAFL....FL...DUUYEED..Y H99 Y98 G97 D98 E97 
8 5 3	.CCBBBHH.FL.AADFL...DFLYG.UU.YG.EE.. A99 Y99 D98 U99 E99 
8 5 3	CC.BBBHH.FL..AAFLYG.DFLYG.D.UU....EE C99 D99 G99 U99 E99 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYG...UUG.EE.. A99 D98 U99 E99 
8 5 3	.CCBBBHH.FL.AADFL.G.DFLYG..UUY..EE.. A99 Y99 G99 D98 E99 
8 5 3	GCCBBBGHHFLYAA.FLY..DFL...DUU....EE. H99 A99 Y99 G96 D99 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYGUU...G.EE.. A99 D98 U98 E99 
8 7 1	CCDBBBHHD.L.AA..L....FLYGUUF.YG..FEE C99 F98 A99 Y99 D96 U98 E99 
8 5 3	.CCBBBHH.FL.GAAFLYG..FLY..DUU.EED... G98 D98 E95 
8 4 4	.CCBBB.HHFL.AADFLYG.DFLYG..UU....EE. H99 A99 G99 D98 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.DUU.GEE... A99 Y97 D99 E98 
8 6 2	CC.BBBGHHFL.GAAFL...DFLY..DUUY..EE.. C99 H99 Y99 G97 D99 E99 
8 6 2	CC.BBB.HHFL..AAFL.G.DFL.G.DUUY.EE..Y C99 H99 D99 G99 Y98 E98 
8 4 4	.CCBBBHH.F..AADFLY..DFLYG.UUL.G..EE. L99 A99 D98 U99 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G..UU.G.EE.. A99 Y99 D98 E99 
8 6 2	CCBBBYHH.FLY.AAFL.G..FL.G.D.UU..D.EE C99 B99 Y98 G99 U99 E99 
8 6 2	CCBBBYHH.FLYAA.FL....FL.G.D.UUG.D.EE C99 B99 A99 Y98 U99 E99 
8 5 3	CC.BBBHH.FLY.AAFLYG.DFL.G.DUU....EE. C99 D99 G99 Y95 
8 6 2	CCBBB.HH.FL.AA.FL...DFL.G.DUUYGEE..Y C99 B99 A99 D99 Y98 E98 
8 6 2	CCBBBYHH..LY.AAFL....FL.G.DFUUG.D.EE C99 B99 F99 Y98 U99 E99 
8 7 1	CCBBBYHH..LYGAA.L.G..FL...DFUU..DFEE C99 B99 Y98 F98 G98 U99 E99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFL...DUUYEE...Y C99 B99 D99 G98 Y98 E97 
8 7 1	CCBBBYHH..LY.AA.L.G..FL.G.DFUU..DFEE C99 B99 Y98 F98 G99 U99 E99 
8 5 3	CC.BBB.HHFL.AADFL...DFLYG..UUYG..EE. C99 H99 A99 Y99 D98 
8 6 2	GCCBBBGHHFL.AA.FL...DFLY..DUUY....EE H99 A99 Y99 G96 D99 E99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFL.G.DUUY.EE..Y C99 A99 D99 G99 Y98 E98 
8 7 1	CCBBBYHH..LY..AAL....FL.G.DFUUG.DFEE C99 B99 A99 Y98 F98 U99 E99 
8 7 1	CCBBBYHH..LYAA..L....FL.G.DFUUG.DFEE C99 B99 A99 Y98 F98 U99 E99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFLY..DUUY....EE C99 B99 Y99 G98 D99 E99 
8 7 1	CCBBBY..HHLY.AA.L....FL.G.DFUUG.DFEE C99 B99 H98 Y98 F98 U99 E99 
8 7 1	CCBBBY.HH.LY.AA.L....FL.G.DFUUG.DFEE C99 B99 H99 Y98 F98 U99 E99 
8 6 2	CC.BBBGHHFL.GAAFL...DFLY..DUUY....EE C99 H99 Y99 G97 D99 E99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFL.G.DUUY..EE.Y C99 A99 D99 G99 Y98 E99 
8 6 2	CC.BBB..HHL..AA.LYG..FLYG.DFUU..DFEE C99 H98 G99 F98 U99 E99 
8 4 4	.CCBBB.HHFL.AADFLY..DFLYG..UU.G.EE.. H99 A99 D98 E99 
8 5 3	.CCBBBHH.FLYGAAFLYG.DFL...DUU..EE... Y97 G98 D99 E98 
8 5 3	CCBBB.HH..L..AAFLY...FLYG.DFUUG.D.EE C99 B99 F99 U99 E99 
8 6 2	CCBBB..HHFL.GAAFL.G..FLY..DUUY..D.EE C99 B99 H99 Y99 G98 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFLYG.DUUY....EE H99 A99 Y99 G99 D99 E99 
8 5 3	GCCBBBGHHFLY.AAFLY...FL...D.UU..D.EE H99 Y99 G96 U99 E99 
8 5 3	CC.BBBHHDFL.AADFL....FLYG..UUYGEE... C99 A99 Y99 D97 E98 
8 4 4	CC.BBB.HHFL.AADFLY..DFLYG..UU.G..EE. C99 H99 A99 D98 
8 6 2	CCDBBBHHDFL.AA.FL.G..FL.G..UUY.EE..Y C99 A99 G99 D96 Y98 E98 
8 5 3	.CCBBBHH.FL.AADFL...DFL.GUU..YGEE..Y A99 Y98 D98 U98 E98 
8 6 2	CCDBBBHHDFL.AA.FL.G..FL.G..UUY..EE.Y C99 A99 G99 D96 Y98 E99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUY....EE C99 A99 G99 D99 Y99 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FL.G.UU.Y...EEY C99 A99 G99 D96 U99 Y98 
8 6 2	CCDBBBHHDFL.AA.FL.G..FL.GUU..Y...EEY C99 A99 G99 D96 U98 Y98 
8 5 3	.CCBBBHH.FL.AADFL...DFL.GUU..YG.EE.Y A99 Y98 D98 U98 E99 
8 6 2	CCDBBBHHDFL..AAFL.G..FL.G..UUY...EEY C99 A98 G99 D96 Y98 
8 6 2	CCBBBYHH.FLY.AAFL.G..FL.G.DUU...D.EE C99 B99 G99 Y94 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYGUU..YGEE... C99 A99 Y99 D96 U98 E98 
8 6 2	CC.BBB.HH.L..AA.LYG..FLYG.DFUU..DFEE C99 H99 F98 G99 U99 E99 
8 5 3	CC.BBBHHDFL.AADFL....FLYG..UUYG.EE.. C99 A99 Y99 D97 E99 
8 5 3	CC.BBBHHDFL.AADFL.G..FL.G..UUY...EEY C99 A99 G99 D97 Y98 
8 6 2	.CCBBB.HH.L...AALYG..FLYG.DFUU..DFEE H99 F98 A99 G99 U99 E99 
8 5 3	CC.BBBHH.FL.AADFL.G.DFL.G..UUY...EEY C99 A99 G99 D98 Y98 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYG.UU..G.EE.. A99 D98 U99 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFLYG.DUUY..EE.. H99 A99 Y99 G99 D99 E99 
8 6 2	GCCBBBGHH.L...AALY...FLY..DFUU..DFEE H99 F98 A99 G96 U99 E99 
8 6 2	CC.BBB..HHL...AALY...FLYG.DFUUG.DFEE C99 H98 A99 F98 U99 E99 
8 5 3	CC.BBBGHHFL.GAAFLY...FLY..D.UU..D.EE C99 H99 G97 U99 E99 
8 6 2	GCCBBBGHH.L.AA..LY...FLY..DFUU..DFEE H99 F98 A99 G96 U99 E99 
8 6 2	.CCBBBHH..LY..AALYG..FL.G.DFUU..DFEE F98 A99 Y99 G99 U99 E99 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYG.UU..G...EE A99 D98 U99 E99 
8 6 2	CC.BBB.HHFL.AA.FL...DFL.G.DUUYGEE..Y C99 H99 A99 D99 Y98 E98 
8 6 2	.CCBBB..HHLY..AALY...FL.G.DFUUG.DFEE H98 F98 A99 Y99 U99 E99 
8 5 3	CC.BBBHH.FL.AADFL...DFLYG..UUYGEE... C99 A99 Y99 D98 E98 
8 6 2	CC.BBBHH..LY.AA.LYG..FL.G.DFUU..DFEE C99 Y99 F98 G99 U99 E99 
8 5 3	.CCBBBHH.FL..AAFLYG.DFLYG.D.UU..EE.. G99 D99 U99 E97 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFL.G.DUUYEE...Y C99 A99 G99 D99 Y98 E97 
8 6 2	.CCBBBGHH.LYGAA.LY...FL...DFUU..DFEE H99 F98 Y99 G97 U99 E99 
8 6 2	CC.BBB..HHLY.AA.LY...FL.G.DFUUG.DFEE C99 H98 Y99 F98 U99 E99 
8 6 2	.CCBBB.HH.LYGAA.LYG..FL...DFUU..DFEE H99 F98 Y99 G98 U99 E99 
8 6 2	.CCBBB.HH.LY.AA.LYG..FL.G.DFUU..DFEE H99 F98 Y99 G99 U99 E99 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...D.UU...EE. H99 Y99 G97 D99 U99 
8 5 3	.CCBBB.HHFLYGAAFLYG.DFL...D.UU...EE. H99 Y99 G98 D99 U99 
8 6 2	.CCBBB.HH.LY..AALY...FL.G.DFUUG.DFEE H99 F98 A99 Y99 U99 E99 
8 6 2	.CCBBB..HHLY.AA.LY...FL.G.DFUUG.DFEE H98 F98 Y99 U99 E99 
8 5 3	CC.BBBHH.FLY.AAFLYG..FL.G.D.UU..D.EE C99 Y99 G99 U99 E99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUYEE.... C99 A99 Y99 G99 D99 E97 
8 5 3	CCBBB..HHFLY.AAFLY...FL.G.D.UUG.DEE. C99 B99 H99 Y99 U99 
8 5 3	CC.BBB.HHFLY.AAFLYG..FL.G.DUU...D.EE C99 H99 Y99 G99 E99 
8 5 3	.CCBBB.HH.LY.AAFLY..DFL.G.DFUUG..EE. H99 F99 Y99 D99 U99 
8 5 3	CC.BBBHHDFL.AADFL....FL.G.UU.YG..EEY C99 A99 D97 U99 Y98 
8 5 3	CCBBB.HHDFL.AADFL....FL.G..UUYG..EEY C99 B99 A99 D97 Y98 
8 6 2	.CCBBBG.HHL.GAA.LY..DFLY..DFUU...FEE H98 F98 G97 D99 U99 E99 
8 6 2	.CCBBB..HHLYAA..LY...FL.G.DFUUG.DFEE H98 F98 A99 Y99 U99 E99 
8 6 2	.CCBBBG.HHLYGAA.LY...FL...DFUU..DFEE H98 F98 Y99 G97 U99 E99 
8 5 3	CC.BBBHHDFL.AADFL.G..FLYG..UUY...EE. C99 A99 Y99 G99 D97 
8 6 2	.CCBBBG.HHL.G.AALY...FLY..DFUU..DFEE H98 F98 A99 G97 U99 E99 
8 6 2	.CCBBBGHH.L.GAA.LY...FLY..DFUU..DFEE H97 F98 G97 U99 E99 
8 5 3	.CCBBBHH..L.AAD.LY..DFLYG..FUUG..FEE F98 A99 D98 U99 E99 
8 6 2	CC.BBBG.HHL.GAA.LY...FLY..DFUU..DFEE C99 G97 H98 F98 U99 E99 
8 6 2	.CCBBBHH..LYGAA.LYG.DFL...DFUU...FEE F98 Y99 G98 D99 U99 E99 
8 6 2	CCBBB.HH..L..AA.LY..DFLYG.DFUUG..FEE C99 B99 F98 D99 U99 E99 
8 5 3	CC.BBBHH.FLYAA.FLY..DFL.G.DUU.GEE... C99 A99 Y99 D99 E98 
8 5 3	CC.BBBHH.FLYAA.FLY...FL.G.D.UUG.D.EE C99 Y99 A99 U99 E99 
8 5 3	GCCBBBGHHFLYAA.FLY...FL...D.UU..DEE. H99 A99 Y99 G96 U99 
8 5 3	.CCBBBHHD.L.AAD.LY...FLYG..FUUG..FEE F98 A99 D97 U99 E99 
8 6 2	.CCBBBHH..LYAA..LY..DFL.G.DFUUG..FEE F98 A99 Y99 D99 U99 E99 
8 6 2	GCCBBBG.HHL..AA.LY..DFLY..DFUU...FEE H98 F98 G96 D99 U99 E99 
8 5 3	CC.BBBHH..LY.AAFLY...FL.G.DFUUG.D.EE C99 F99 Y99 U99 E99 
8 5 3	.CCBBBHH..LYGAAFLYG.DFL...DFUU...EE. F99 Y99 G98 D99 U99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYG...UUGEE... A99 D97 U99 E98 
8 6 2	.CCBBB..HHLY.AA.LY..DFL.G.DFUUG..FEE H98 F98 Y99 D99 U99 E99 
8 6 2	GCCBBBG.HHL.AA..LY...FLY..DFUU..DFEE H98 F98 A99 G96 U99 E99 
8 6 2	GCCBBBG.HHL...AALY...FLY..DFUU..DFEE H98 F98 A99 G96 U99 E99 
8 6 2	CCDBBBHHD.L.AA..LY...FLYG..FUUG..FEE C99 A99 F98 D96 U99 E99 
8 6 2	GCCBBBGHH.L..AA.LY...FLY..DFUU..DFEE H97 F98 G96 U99 E99 
8 6 2	CC.BBBHH..L.AA..LYG..FLYG.DFUU..DFEE C99 A99 F98 G99 U99 E99 
8 5 3	CC.BBBHH.FLYGAAFLYG..FL...D.UU..D.EE C99 Y99 G98 U99 E99 
8 5 3	CC.BBBHH.FL.AA.FLY..DFLYG.D.UUGEE... C99 A99 D99 U99 E98 
8 6 2	CC.BBBHH..LYAA..LY...FL.G.DFUUG.DFEE C99 A99 Y99 F98 U99 E99 
8 5 3	.CCBBBHHD.L.AAD.LY...FLYG..FUUGEEF.. F98 A99 D97 U99 E98 
8 6 2	CC.BBB..HHL.AA..LY...FLYG.DFUUG.DFEE C99 H98 A99 F98 U99 E99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFL...DUUY..EE.Y C99 H99 G98 Y98 D99 E99 
8 6 2	CC.BBB..HHL..AA.LY..DFLYG.DFUUG..FEE C99 H98 D99 F98 U99 E99 
8 6 2	.CCBBB.HH.LY.AA.LY..DFL.G.DFUUG..FEE H99 F98 Y99 D99 U99 E99 
8 6 2	CC.BBBHH..LY.AA.LY..DFL.G.DFUUG..FEE C99 Y99 D99 F98 U99 E99 
8 6 2	.CCBBB.HH.L.AA..LYG..FLYG.DFUU..DFEE H99 F98 A99 G99 U99 E99 
8 6 2	.CCBBB.HH.LYAA..LY...FL.G.DFUUG.DFEE H99 F98 A99 Y99 U99 E99 
8 5 3	CC.BBBHHDFL.AADFL....FL.G..UUYGEE..Y C99 A99 D97 Y98 E98 
8 6 2	.CCBBBGHH.L.G.AALY...FLY..DFUU..DFEE H99 F98 A99 G97 U99 E99 
8 6 2	.CCBBB.HH.L..AA.LY...FLYG.DFUUG.DFEE H99 F98 A98 U99 E99 
8 5 3	CC.BBBHHDFL.AADFL....FL.G..UUYG.EE.Y C99 A99 D97 Y98 E99 
8 6 2	CC.BBB.HH.L.AA..LY...FLYG.DFUUG.DFEE C99 H99 A99 F98 U99 E99 
8 6 2	.CCBBB..HHL.AA..LY..DFLYG.DFUUG..FEE H98 F98 A99 D99 U99 E99 
8 6 2	.CCBBB.HH.L.AA..LY..DFLYG.DFUUG..FEE H99 F98 A99 D99 U99 E99 
8 6 2	GCCBBBGHH.LY.AA.LY...FL...DFUU..DFEE H99 F98 Y99 G96 U99 E99 
8 6 2	CC.BBBHH..L.AA..LY..DFLYG.DFUUG..FEE C99 A99 D99 F98 U99 E99 
8 5 3	CCBBB.HH.FL.AADFL...DFL.G..UUYG..EEY C99 B99 A99 D98 Y98 
8 5 3	GCCBBBGHH.L..AAFLY...FLY..DFUU..D.EE H99 F99 G96 U99 E99 
8 5 3	CC.BBB.HHFL.AA.FLYG..FLYG.DUU...D.EE C99 H99 A99 G99 E99 
8 5 3	CC.BBB.HHFLYAA.FLY...FL.G.DUU.G.DEE. C99 H99 A99 Y97 
8 5 3	CC.BBB.HHFL.GAAFLYG..FLY..D.UU..D.EE C99 H99 G98 U99 E99 
8 5 3	CC.BBB.HHFL.AA.FLY...FLYG.D.UUG.D.EE C99 H99 A99 U99 E99 
8 6 2	.CCBBBHH..LYG.AALYG..FL...DFUU..DFEE F98 A99 Y99 G98 U99 E99 
8 6 2	.CCBBB..HHL.G.AALYG..FLY..DFUU..DFEE H98 F98 A99 G98 U99 E99 
8 5 3	CCBBB..HHFL..AAFLY...FLYG.D.UUG.D.EE C99 B99 H99 U99 E99 
8 5 3	CC.BBB.HHFLY.AAFLYG.DFL.G.DUU....EE. C99 H99 Y99 G99 D99 
8 5 3	CC.BBB.HHFLYAA.FLYG..FL.G.DUU...DEE. C99 H99 Y99 A99 G99 
8 5 3	CCBBB..HHFLY.AAFLYG..FL.G.DUU...DEE. C99 B99 H99 Y99 G99 
8 6 2	CC.BBBGHH.L.GAA.LY...FLY..DFUU..DFEE C99 H99 F98 G97 U99 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FL.G..UUYEE...Y C99 A99 G99 D96 Y98 E97 
8 6 2	CCBBB.HH..L..AA.LYG..FLYG.DFUU..DFEE C99 B99 F98 G99 U99 E99 
8 6 2	CC.BBB.HH.L..AA.LY..DFLYG.DFUUG..FEE C99 H99 F98 D99 U99 E99 
8 6 2	.CCBBB..HHLY.AA.LYG..FL.G.DFUU..DFEE H98 F98 Y99 G99 U99 E99 
8 5 3	CC.BBB.HHFL.AADFL...DFL.G..UUYG..EEY C99 H99 A99 D98 Y98 
8 6 2	CCBBB.HH..L...AALY...FLYG.DFUUG.DFEE C99 B99 A99 F98 U99 E99 
8 6 2	CC.BBB.HH.L.GAA.LYG..FLY..DFUU..DFEE C99 H99 F98 G98 U99 E99 
8 6 2	CCBBB...HHL..AA.LY...FLYG.DFUUG.DFEE C99 B99 H98 F98 U99 E99 
8 6 2	CCBBB..HH.L..AA.LY...FLYG.DFUUG.DFEE C99 B99 H99 F98 U99 E99 
8 6 2	CCBBBYHH.FLY.AAFL...DFL.G.D.UUG...EE C99 B99 Y98 D99 U99 E99 
8 6 2	CC.BBBHH.FL..AAFL.G..FLYG.DUUYEED... C99 G99 D98 Y99 E97 
8 6 2	CCBBB.HH.FL..AAFL.G.DFLYG.DUUYEE.... C99 B99 G99 D99 Y99 E97 
8 6 2	.CCBBB..HHL.GAA.LYG.DFLY..DFUU...FEE H98 F98 G98 D99 U99 E99 
8 6 2	.CCBBB.HH.L.GAA.LYG.DFLY..DFUU...FEE H99 F98 G98 D99 U99 E99 
8 6 2	CC.BBBHH..L.GAA.LYG.DFLY..DFUU...FEE C99 G98 D99 F98 U99 E99 
8 6 2	CCBBBY.HHFLY.AAFL....FL.G.D.UUG.D.EE C99 B99 H99 Y98 U99 E99 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUYEE.... C99 H99 G99 D99 Y99 E97 
8 7 1	CCBBBYHH..LY.AA.L...DFL.G.DFUUG..FEE C99 B99 Y98 F98 D99 U99 E99 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.DUU.....EE Y97 G99 D99 E99 
8 6 2	.CCBBBHH.FL.AA.FL.G..FLYG.DUUYEED... A99 Y99 G99 D98 E97 
8 5 3	CC.BBBHH.FL.AADFL.G.DFLYG..UUY...EE. C99 A99 Y99 G99 D98 
8 5 3	GCCBBBGHH.LY.AAFLY...FL...DFUU..DEE. H99 F99 Y99 G96 U99 
8 4 4	CC.BBBHH.FL.AADFLY..DFLYG..UU.G.EE.. C99 A99 D98 E99 
8 5 3	.CCBBB.HH.LY.AAFLYG..FL.G.DFUU..DEE. H99 F99 Y99 G99 U99 
8 5 3	CC.BBB.HH.LY.AAFLY...FL.G.DFUUG.DEE. C99 H99 Y99 F99 U99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUY..EE.. C99 A99 Y99 G99 D99 E99 
8 5 3	.CCBBB.HHFL.AADFL...DFLYG..UUYG.EE.. H99 A99 Y99 D98 E99 
8 6 2	CC.BBB.HHFL.AA.FL.G.DFLYG.DUUY...EE. C99 H99 A99 Y99 G99 D99 
8 5 3	CC.BBBHH.FL.AADFL...DFLYG..UUYG.EE.. C99 A99 D98 Y99 E99 
8 5 3	.CCBBBHH.FL.AADFL...DFLYGUU..YG.EE.. A99 Y99 D98 U98 E99 
8 6 2	CCBBB.HH.FL.AA.FL.G..FLYG.DUUY..D.EE C99 B99 A99 Y99 G99 E99 
8 5 3	CC.BBBHH.FLYAA.FLY..DFL.G.DUU.G..EE. C99 A99 Y97 D99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG..UUYG.EE.. C99 A99 D96 Y99 E99 
8 5 3	.CCBBB.HHFLYAA.FLYG..FL.G.D.UU..DEE. H99 A99 Y99 G99 U99 
8 5 3	.CCBBB.HH.LYAA.FLY...FL.G.DFUUG.DEE. H99 F99 A99 Y99 U99 
8 4 4	.CCBBB.HHFLYAADFLY..DFL.G..UU.G..EE. H99 A99 Y99 D98 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG..UU.GEE... C99 A99 D97 E98 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG..UU.....EE A99 G99 D97 E99 
8 5 3	.CCBBB.HHFL.AADFL...DFL.G..UUYG..EEY H99 A99 Y96 D98 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG..UU..EE... A99 G99 D97 E98 
8 5 3	.CCBBB.HH.LYGAAFLYG..FL...DFUU..DEE. H99 F99 Y99 G98 U99 
8 5 3	CC.BBB.HHFLYGAAFLYG..FL...D.UU..DEE. C99 H99 Y99 G98 U99 
8 5 3	CC.BBBHH.FL.AA.FLYG..FLYG.D.UU..D.EE C99 A99 G99 U99 E99 
8 5 3	CC.BBBHH..L..AAFLYG..FLYG.DFUU..D.EE C99 F99 G99 U99 E99 
8 5 3	.CCBBBGHH.LYGAAFLY...FL...DFUU..DEE. H99 F99 Y99 G97 U99 
8 5 3	CC.BBBGHHFLYGAAFLY...FL...D.UU..DEE. C99 G97 H99 Y99 U99 
8 5 3	.CCBBB.HHFL.AADFL.G.DFL.G..UUY...EEY H99 A99 Y98 G99 D98 
8 6 2	CCBBB.HH.FL.AA.FL...DFLYG.DUUYGEE... C99 B99 A99 Y99 D99 E98 
8 5 3	CCBBB..HHFLY.AAFLY...FL.G.DUU.G.D.EE C99 B99 H99 Y99 E99 
8 6 2	.CCBBB.HH.L..AA.LYG.DFLYG.DFUU...FEE H99 F98 G99 D99 U99 E99 
8 6 2	CC.BBBHH..L..AA.LYG.DFLYG.DFUU...FEE C99 G99 D99 F98 U99 E99 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.D.UUGEE... A99 Y99 D99 U99 E98 
8 5 3	CC.BBB.HHFLYAA.FLY...FL.G.DUU.G.D.EE C99 H99 Y99 A99 E99 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.D.UU....EE Y99 G99 D99 U99 E99 
8 5 3	CC.BBB.HHFLYGAAFLYG..FL...DUU...D.EE C99 H99 Y99 G98 E99 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UU....EE H99 G99 D99 U99 E99 
8 6 2	.CCBBBHH..LY.AA.LYG.DFL.G.DFUU...FEE F98 Y99 G99 D99 U99 E99 
8 5 3	CC.BBBHH.FL.AADFL...DFLYGUU..YG..EE. C99 A99 Y99 D98 U98 
8 6 2	CC.BBB.HHFL.AA.FL...DFL.G.DUUYG.EE.Y C99 H99 A99 D99 Y98 E99 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G..UUYEE...Y A99 Y98 G99 D97 E97 
8 5 3	GCCBBBGHHFL.AADFL...DFLY...UUY...EE. H99 A99 Y99 G96 D98 
8 5 3	CCBBB.HH.FLY.AAFLYG..FL.G.DUU...D.EE C99 B99 Y99 G99 E99 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G.UU..G..EE. A99 Y99 D98 U99 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G..UUY.EE..Y A99 Y98 G99 D97 E98 
8 5 3	GCCBBBGHHFL.AA.FLY...FLY..DUU...DEE. H99 A99 Y98 G96 
8 4 4	CC.BBBHH.FL.AADFLY..DFLYG.UU..G..EE. C99 A99 D98 U99 
8 5 3	CC.BBBHHDFL.AADFL....FLYGUU..YG..EE. C99 A99 Y99 D97 U98 
8 5 3	.CCBBBHH.FL.AADFL...DFLYG.UU.YG..EE. A99 Y97 D98 U99 
8 5 3	.CCBBBHH.FL.AADFL.G.DFL.G.UU.Y...EEY A99 Y98 G99 D98 U99 
8 5 3	.CCBBBHH.F..AADFL...DFL.G.UULYG..EEY L99 A99 Y98 D98 U99 
8 5 3	CCBBB.HH.FLYGAAFLYG..FL...DUU...D.EE C99 B99 Y99 G98 E99 
8 5 3	.CCBBB.HHFL.AADFL...DFL.G.UU.YG..EEY H99 A99 Y98 D98 U99 
8 5 3	CC.BBBHH.FL.AADFL...DFL.G.UU.YG..EEY C99 A99 D98 U99 Y98 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG.UU.YGEE... C99 A99 Y99 D96 U99 E98 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G..UUY..EE.Y A99 Y98 G99 D97 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUY.EE... C99 A99 Y99 G99 D96 E98 
8 5 3	.CCBBBHHDFL.AADFL....FLYG.UU.YGEE... A99 Y99 D97 U99 E98 
8 7 1	CCDBBBHHDF..AA.F.....FLYG.UULYGEE.L. C99 L98 A99 Y99 D96 U99 E98 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFL...DUUY.EE..Y C99 H99 G98 Y98 D99 E98 
8 6 2	CCDBBBHHDFL..AAFL....FLYG..UUYGEE... C99 A98 Y99 D96 E98 
8 6 2	.CCBBBHHDF..AADF.....FLYG.UULYGEE.L. L98 A99 Y99 D97 U99 E98 
8 6 2	GCCBBBGHHFL..AAFL....FLY..DUUYEED... H99 Y99 G96 D98 E97 
8 6 2	GCCBBBGHHFL.AA.FL...DFLY..DUUY..EE.. H99 A99 Y99 G96 D99 E99 
8 6 2	CCBBBYHH.FLY.AAFL.G..FL.G.D.UU..DEE. C99 B99 G99 U99 Y94 
8 5 3	.CCBBBHHDFL.AADFL....FLYGUU..YGEE... A99 Y99 D97 U98 E98 
